0.12588950115640074 0.05165606688488111 0.4367296470309583 	0.0 60.0 0.0	0.12588950115640074 0.05165606688488111 0.4367296470309583 
0.1256904806045327 0.05187754886879503 0.43673560550314056 	0.10530363768339157 60.04128343984485 -0.0033262968063354492	0.1256904806045327 0.05187754886879503 0.43673560550314056 
0.1254589866158966 0.05215253790944274 0.4367441247705185 	0.0 60.0 0.0	0.1254522078638658 0.05216422581873559 0.43673765322100633 
0.12543670235362114 0.05222897564646445 0.43673606393437886 	0.1001647561788559 60.03553178906441 -0.00013338029384613037	0.12543670235362114 0.05222897564646445 0.43673606393437886 
0.12547052430797478 0.05222455060531672 0.4367365798426292 	0.09735547751188278 60.039424762129784 -0.00042431079782545567	0.12547052430797478 0.05222455060531672 0.4367365798426292 
0.12555480942206287 0.052182429592050994 0.4367336198768706 	0.10114043951034546 60.0398442260921 -0.0014267564984038472	0.12556954178379343 0.052173917949339454 0.4367401818266621 
0.1257092975100349 0.05207143509765899 0.4367388357063156 	0.10111340135335922 60.04149452224374 -0.0019890516996383667	0.1257092975100349 0.05207143509765899 0.4367388357063156 
0.12589712913862172 0.05193879239385524 0.4367353579532216 	0.10108646005392075 60.040809623897076 -0.003034174209460616	0.12591068125812654 0.05192913912745212 0.43672791661371746 
0.12647741473136165 0.051507062915909785 0.4367138194313871 	0.0 60.0 0.0	0.12647741473136165 0.051507062915909785 0.4367138194313871 
0.1268150401286512 0.05124849465678949 0.43670470779995624 	0.0927644893527031 60.03624793514609 0.000410616397857666	0.1268150401286512 0.05124849465678949 0.43670470779995624 
0.1270926251676805 0.0510014827858285 0.4366994050655465 	0.09963790327310562 60.04180251061916 -0.0017347487155348063	0.1271094457058446 0.05097850063767595 0.43670819236868075 
0.12716819140443292 0.05089314678065904 0.4366965170123879 	0.10499835759401321 60.03843945264816 -0.0030426234006881714	0.12717673265300178 0.05088619409160344 0.4367046453501494 
0.12690864222317444 0.05121589320050646 0.43671420553589957 	0.0 60.0 0.0	0.12690864222317444 0.05121589320050646 0.43671420553589957 
0.12659021157639927 0.051623979365153616 0.4367211215432269 	0.10226063430309296 60.03660690039396 -0.001560345059260726	0.12659021157639927 0.051623979365153616 0.4367211215432269 
0.1262740773360349 0.052015191164827 0.4367323615686904 	0.11092577129602432 60.040750954300165 -0.005788594484329224	0.1262740773360349 0.052015191164827 0.4367323615686904 
0.12601791911506055 0.052355058433917634 0.4367416403091999 	0.10861878842115402 60.03633351624012 -0.004326506983488798	0.12601791911506055 0.052355058433917634 0.4367416403091999 
0.12579872691414096 0.05269182443898046 0.4367418276415873 	0.10007892549037933 60.04184617847204 -0.0015999376773834229	0.12579872691414096 0.05269182443898046 0.4367418276415873 
0.12567108743897037 0.052916649863547605 0.43674624466460754 	0.11451125890016556 60.03714897856116 -0.0033100396394729614	0.12567108743897037 0.052916649863547605 0.43674624466460754 
0.1255933388219681 0.05321546123605714 0.43675555271197025 	0.0 60.0 0.0	0.12559813219915128 0.05322338720847597 0.4367622888559391 
0.12565994007481507 0.053298572764568064 0.436765609866936 	0.09254799038171768 60.04398912191391 0.0017266725189983845	0.12565994007481507 0.053298572764568064 0.436765609866936 
0.1257458829806133 0.053311461017393924 0.43676432778667795 	0.08736416697502136 60.03380727767944 0.0014092179480940104	0.1257458829806133 0.053311461017393924 0.43676432778667795 
0.1258675258985562 0.05328390412812922 0.4367629670805391 	0.09294091910123825 60.03786166384816 0.0019121916266158223	0.1258675258985562 0.05328390412812922 0.4367629670805391 
0.1260452717067615 0.053219493264300866 0.43676063361292067 	0.10179204493761063 60.03700679913163 -0.0019077361794188619	0.1260452717067615 0.053219493264300866 0.43676063361292067 
0.12647543485224233 0.05296777657107299 0.43674984786624194 	0.15701499581336975 60.03321227058768 -0.007696002721786499	0.12649713532735518 0.052956112794042554 0.436743710315337 
0.12707370167008847 0.0525409598230695 0.43672751987986635 	0.0 60.0 0.0	0.12707370167008847 0.0525409598230695 0.43672751987986635 
0.12739690412821147 0.052282243709043996 0.4367198754832124 	0.09358435124158859 60.04073465615511 0.00254976749420166	0.12739690412821147 0.052282243709043996 0.4367198754832124 
0.12778396619734878 0.0519525983220106 0.43671957523467064 	0.10179967433214188 60.03409054875374 -0.001269832719117403	0.12778396619734878 0.0519525983220106 0.43671957523467064 
0.1280225113152227 0.05173971042407999 0.4367163127258982 	0.0911116972565651 60.0440082103014 -0.004213869571685791	0.12802940397201823 0.05173320982756735 0.4367059680576606 
0.1279572080694784 0.051810451644392685 0.43671527044561187 	0.0 60.0 0.0	0.12794805847181934 0.05182858184613792 0.4367075537308547 
0.1277545126473001 0.05200447123232266 0.43672182562440276 	0.09476006031036377 60.04136377945542 0.0008151237852871418	0.1277334979665845 0.052026329834731655 0.43671403684366517 
0.12751745741176634 0.0522124568808664 0.43672658085937965 	0.10800488293170929 60.04153535887599 -0.0037996177561581135	0.12749806180924494 0.05223152640044759 0.43672082605260903 
0.1272165460017156 0.0524666998364296 0.43673382379713976 	0.0 60.0 0.0	0.1272165460017156 0.0524666998364296 0.43673382379713976 
0.12720741572700334 0.05248557105792173 0.43672576169347166 	0.10201406478881836 60.03651187568903 -0.004522011149674654	0.12721558469080563 0.05248055760993253 0.43673215138088184 
0.12725747378409125 0.05244304766505792 0.4367238545298978 	0.11035120487213135 60.03701347485185 -0.0034018908627331257	0.1272701710758426 0.05243536714498731 0.43672994578537383 
0.12737802853830615 0.05235619191736873 0.43673003065219423 	0.119178906083107 60.03856011480093 -0.004486992955207825	0.12737802853830615 0.05235619191736873 0.43673003065219423 
0.12752323610314775 0.05226898643599043 0.4367258827192747 	0.11951876431703568 60.04273450747132 -0.005264386534690857	0.12753472854242887 0.05226430174410268 0.43671899871247444 
0.12765688083348792 0.052191593377301615 0.43672561131187704 	0.10725216567516327 60.04395265877247 -0.005092158913612366	0.1276637836160326 0.05219120781296738 0.4367168396203476 
0.1276646674689701 0.052181362907091966 0.4367157092614453 	0.1084144189953804 60.03684509545565 -0.0022606407292187214	0.1276646674689701 0.052181362907091966 0.4367157092614453 
0.127400844250797 0.05246094536561685 0.4367222175879903 	0.0 60.0 0.0	0.127400844250797 0.05246094536561685 0.4367222175879903 
0.126996852012919 0.05279984475260591 0.4367326659002545 	0.0 60.0 0.0	0.126996852012919 0.05279984475260591 0.4367326659002545 
0.1268764377849898 0.05287768183305275 0.436734541570352 	0.1051940768957138 60.03800767287612 -0.004009857773780823	0.12687466368514322 0.05287821856619246 0.43674147496670035 
0.1268072927997217 0.052911840058222026 0.43673640191176527 	0.09661485254764557 60.03984599560499 -0.0004912468139082193	0.12680978923288322 0.05290992465563704 0.43674299271839995 
0.1267862052521913 0.052879159376566065 0.4367453071651368 	0.09011711925268173 60.039240788668394 0.0014086512383073568	0.1267862052521913 0.052879159376566065 0.4367453071651368 
0.12682681050047506 0.052827652961369154 0.43674352544892064 	0.09898512810468674 60.043310567736626 -0.0031948841642588377	0.12682681050047506 0.052827652961369154 0.43674352544892064 
0.12691376635971352 0.05274161742893568 0.4367398423524029 	0.10316713899374008 60.037829499691725 -0.002128124237060547	0.12691376635971352 0.05274161742893568 0.4367398423524029 
0.1272150433301178 0.05249227617684227 0.43673464124320344 	0.0 60.0 0.0	0.127226253473804 0.052486548435894065 0.4367258326314519 
0.12732552388023421 0.052398125680980456 0.43673228086002663 	0.09051366150379181 60.0464359074831 0.0033084903843700886	0.1273227712367735 0.052400479677913836 0.43672156068878853 
0.12705877406489563 0.05263092669778047 0.4367273530343951 	0.0 60.0 0.0	0.12705877406489563 0.05263092669778047 0.4367273530343951 
0.12662840423873334 0.05304053676264431 0.4367377394956009 	0.0 60.0 0.0	0.12661617781778034 0.053052045982305174 0.4367446762741315 
0.12636283793561276 0.05322806315023598 0.43674370836240395 	0.0 60.0 0.0	0.12636283793561276 0.05322806315023598 0.43674370836240395 
0.12630164048495018 0.05323654848305637 0.43674563792277765 	0.11026793718338013 60.04245286434889 -0.004842908587306738	0.12630477031494536 0.05323279338277587 0.4367522064628449 
0.12629223910370868 0.05320510698484071 0.4367450257218178 	0.0960928276181221 60.03997344523668 -0.0022730380296707153	0.12629954257944576 0.053197474463189565 0.43675157388606267 
0.1264228847081128 0.05304495656775998 0.43674006241727337 	0.0 60.0 0.0	0.12643583771403755 0.053033418322435466 0.4367468538350802 
0.12658222764662952 0.052868755523931554 0.43674433451638484 	0.0942029058933258 60.04157770425081 3.5002827644348145e-05	0.12658222764662952 0.052868755523931554 0.43674433451638484 
0.12691202481231656 0.05252936075915926 0.4367272751888839 	0.0 60.0 0.0	0.12691202481231656 0.05252936075915926 0.4367272751888839 
0.12687720428417748 0.052562257813967506 0.4367372584835618 	0.11152508854866028 60.03736960887909 -0.0041673630475997925	0.12687720428417748 0.052562257813967506 0.4367372584835618 
0.12671033981225222 0.052766607340196 0.4367421521873276 	0.11763277649879456 60.040310584008694 -0.0061003416776657104	0.12669195956691226 0.052793894213415626 0.43673416562939926 
0.1260468200722542 0.05347788110648821 0.4367596122108048 	0.0 60.0 0.0	0.1260468200722542 0.05347788110648821 0.4367596122108048 
0.12583689231241024 0.053705053035209005 0.43676533276670415 	0.10647735744714737 60.03507822751999 -0.0023079807870090008	0.12581730312112782 0.05372371694235056 0.43675976094853003 
0.12567368549872526 0.05390719519338916 0.4367625952731307 	0.1402365118265152 60.04579132795334 -0.0033679010812193155	0.12567368549872526 0.05390719519338916 0.4367625952731307 
0.12557946294238675 0.05403462396445491 0.4367746876469428 	0.0 60.0 0.0	0.12557520631498065 0.0540381629514215 0.4367691091980326 
0.12561597572549132 0.054028792460570685 0.4367756936348649 	0.10055720806121826 60.03911687806249 -0.001963272923603654	0.12561651405601992 0.05402970497766546 0.4367693878313956 
0.12573382804709254 0.05398119497129983 0.4367640963790848 	0.030041232705116272 60.04247836396098 0.010398597456514835	0.12573382804709254 0.05398119497129983 0.4367640963790848 
0.12589180667419697 0.05389627381960338 0.436759542401906 	0.08833248913288116 60.04257173091173 0.0015971064567565918	0.12591298525682149 0.053884330645573186 0.4367659703002195 
0.1263236652279609 0.05361045440978529 0.4367499582473402 	0.0 60.0 0.0	0.12634749350949548 0.05359581919940837 0.4367561316446151 
0.1265935265629068 0.05340365107112888 0.43674301221624506 	0.18500292301177979 60.03997490182519 -0.012024997733533382	0.12662020106865413 0.05338308178379947 0.43674947412787274 
0.126896249894056 0.05317039277301916 0.4367381527654256 	0.10191701352596283 60.04080129042268 -0.0015418361872434616	0.126896249894056 0.05317039277301916 0.4367381527654256 
0.12713780877448144 0.052953822267411965 0.4367326836291334 	0.0 60.0 0.0	0.12713334312077507 0.05295549394085697 0.43674286107498383 
0.1270116865754396 0.05310534452977578 0.4367362920636308 	0.10000232607126236 60.03829346597195 -0.001098170760087669	0.12699882027481024 0.05311770295298146 0.43674576984436264 
0.12647323182904202 0.05374168986433148 0.4367604365065283 	0.0 60.0 0.0	0.12647323182904202 0.05374168986433148 0.4367604365065283 
0.12632155232475029 0.05398288701729115 0.4367686507233143 	0.09914546459913254 60.040442772209644 -0.0013830664101988077	0.12630716167834777 0.05400457589823304 0.4367621332574142 
0.1262258524836497 0.05422880093303917 0.4367644171167828 	0.13790494203567505 60.044586688280106 -0.00568002462387085	0.1262258524836497 0.05422880093303917 0.4367644171167828 
0.12625124840334223 0.05448582373572464 0.43677854700193364 	0.0 60.0 0.0	0.1262530388413019 0.05449405770266935 0.43677174196796115 
0.12635910239434267 0.05453556058469644 0.43677037332556834 	0.10508400946855545 60.041189067065716 -0.0015619541518390179	0.12635910239434267 0.05453556058469644 0.43677037332556834 
0.12648188203695554 0.054496712126713476 0.4367777632904769 	0.10244886577129364 60.046959299594164 -0.002746477723121643	0.12648188203695554 0.054496712126713476 0.4367777632904769 
0.12663205723169924 0.05442367666720571 0.4367738190580987 	0.10447180271148682 60.03967792540789 2.337968908250332e-05	0.12664608675165567 0.05441760851332589 0.4367667262507874 
0.1268689773419176 0.0543055425108534 0.43676156010114175 	0.1056055873632431 60.036828119307756 -0.0013626368017867208	0.1268689773419176 0.0543055425108534 0.43676156010114175 
0.12744764572216383 0.0538582640214571 0.43674744670800364 	0.0 60.0 0.0	0.1274741206862231 0.05383597416481223 0.4367538918749015 
0.12791424044382893 0.05342554857158888 0.4367359335974167 	0.0 60.0 0.0	0.12792009456026676 0.05340858092002776 0.4367435687102048 
0.12771730704128714 0.0536222796608854 0.43674057828673185 	0.0 60.0 0.0	0.1276998959641702 0.05364429763898926 0.4367413521581991 
0.12716637723762503 0.054408443527599104 0.43676844968782175 	0.0 60.0 0.0	0.1271482868617575 0.05443707523495078 0.4367620752244368 
0.12694696291872276 0.054963924953192134 0.43677475126977994 	0.0 60.0 0.0	0.12694709469485588 0.05497961007022667 0.4367818200301865 
0.12692213204975644 0.05516492208720081 0.4367873197133937 	0.11338702589273453 60.04081251099706 -0.0004809941747225821	0.1269201416603991 0.055180691663743175 0.436781172662362 
0.12704443681916544 0.05538536802212235 0.43678209921910427 	0.11134083569049835 60.0490248426795 -0.003947392106056213	0.12705803021814077 0.055385985835116 0.43678843981156573 
0.1271449898639645 0.05537211574971934 0.43678903745837877 	0.10527541488409042 60.046266451478004 -0.002561196219176054	0.12715442130733834 0.05537577810766692 0.4367792484964842 
0.12731571278976261 0.05531904584602643 0.43677798898428877 	0.03207855671644211 60.05284661799669 0.007578537333756685	0.12731571278976261 0.05531904584602643 0.43677798898428877 
0.12750271424771853 0.05519483060237462 0.4367832020649854 	0.10596907883882523 60.04472806304693 -0.001680582296103239	0.12750271424771853 0.05519483060237462 0.4367832020649854 
0.12801208937387187 0.05484351254409603 0.4367606258124105 	0.0 60.0 0.0	0.1280389506418409 0.054824485315663196 0.436767022833215 
0.12876768233616787 0.05420796225924818 0.436754148860314 	0.0 60.0 0.0	0.12876768233616787 0.05420796225924818 0.436754148860314 
0.1288687795432928 0.05409693755379408 0.4367424885127606 	0.0 60.0 0.0	0.1288687795432928 0.05409693755379408 0.4367424885127606 
0.12868366158403077 0.05428654640314079 0.43674566883293703 	0.11261513829231262 60.0398846231401 -0.0036586374044418335	0.12866537887208196 0.05429889761030182 0.43674890860063786 
0.12832237460267137 0.054848248536025324 0.43675893722298625 	0.0 60.0 0.0	0.12832237460267137 0.054848248536025324 0.43675893722298625 
0.12822509358360534 0.055021093220140926 0.4367721936060674 	0.0925336480140686 60.04286629334092 0.0003947615623474121	0.12822509358360534 0.055021093220140926 0.4367721936060674 
0.12821477902121714 0.055105402013182925 0.43677458408267333 	0.09643377363681793 60.04305385053158 0.00040210774750448763	0.12821153341378988 0.05511308575312768 0.43676777382233156 
0.128273383530761 0.055138610211493244 0.4367662758240775 	0.07943549752235413 60.04169077798724 0.005408481229096651	0.128273383530761 0.055138610211493244 0.4367662758240775 
0.1283800190219715 0.055111846533385744 0.436764659216179 	0.13705015182495117 60.039525628089905 -0.005928381811827421	0.12839721109343216 0.0551048322310308 0.43677096225310874 
0.12855958538431267 0.05501998985988621 0.43676925378290854 	0.09858401864767075 60.04099069535732 0.001078247558325529	0.12857332980075853 0.055017417839977156 0.43676163334292867 
0.12880074699366872 0.05489660223302195 0.4367565718596435 	0.10192032158374786 60.0462053231895 -0.0013940930366516113	0.12880074699366872 0.05489660223302195 0.4367565718596435 
0.1290487492353911 0.05474328198567946 0.4367514630802446 	0.0632006973028183 60.05327609553933 0.00506928563117981	0.12907672067009202 0.05472527673646255 0.4367572604072839 
0.12932068015162912 0.0544710609608714 0.43675328360213367 	0.0 60.0 0.0	0.1293107355387022 0.05447948484572862 0.4367432356084902 
0.12880473519985713 0.055003296198492535 0.43675738756448923 	0.0 60.0 0.0	0.1287847275590721 0.055024818762035466 0.4367652465040218 
0.12855393810723115 0.05525711269771705 0.4367652442213665 	-0.015507474541664124 60.06271266192198 0.013268007896840572	0.12853886662620084 0.055274365887349575 0.43677272055806016 
0.12836086699148197 0.0554702408607497 0.43676995519464895 	0.11388692259788513 60.04380927234888 -0.003373517654836178	0.12835206001459198 0.05548176463002363 0.4367772071941191 
0.12814108363770416 0.055726933476719864 0.4367782292987882 	0.0 60.0 0.0	0.12814222655183016 0.05572981551203782 0.43678510790743275 
0.1281440299108425 0.055769299134276196 0.4367887697086689 	0.0 60.0 0.0	0.1281440299108425 0.055769299134276196 0.4367887697086689 
0.12837827621790865 0.055645788937738416 0.43678377028661314 	0.0 60.0 0.0	0.12839055518213982 0.055641466993350264 0.4367762033410014 
0.1288809932176349 0.05533235871902065 0.43676377555766166 	0.0 60.0 0.0	0.1289076369065647 0.05531487803136059 0.4367699054304797 
0.1291642853748982 0.05508880065405464 0.4367666764226076 	0.10532325506210327 60.038868833333254 -0.0014313459396362305	0.1291642853748982 0.05508880065405464 0.4367666764226076 
0.12930481641613767 0.0549103807809459 0.4367538058422619 	0.0 60.0 0.0	0.12930481641613767 0.0549103807809459 0.4367538058422619 
0.12924636709941595 0.055014147599862895 0.43675493611594757 	0.10743118822574615 60.044832434505224 -0.003464057808741927	0.12923678174885822 0.05502026218258749 0.4367650775488464 
0.12901027073654703 0.05525488019127778 0.43676897215851 	0.10602007061243057 60.043628849089146 -0.0007824152708053589	0.12899257066426628 0.05527549549044153 0.4367632534701289 
0.12876202771301593 0.05558469408693867 0.4367688759056501 	0.0 60.0 0.0	0.12876202771301593 0.05558469408693867 0.4367688759056501 
